,index,City,Date,Time,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,O3P24,Datetime,Temperature
8253,3044,Delhi,2018-05-07,21:00:00,127.96,442.77,47.86,79.36,93.3,48.59,3.92,21.25,43.04,6.49,15.39,0.0,34.65,2018-05-07 21:00:00,93.3
8254,3045,Delhi,2018-05-07,22:00:00,143.79,445.28,60.76,79.79,106.13,59.51,3.98,23.57,39.96,7.03,13.69,0.0,64.55,2018-05-07 22:00:00,91.5
8255,3046,Delhi,2018-05-07,23:00:00,159.58,465.61,75.84,85.28,88.92,45.53,4.18,25.15,44.12,7.79,12.38,0.0,63.98,2018-05-07 23:00:00,84.3
8256,3047,Delhi,2018-05-08,0:00:00,182.07,482.55,25.51,39.33,47.69,36.08,1.93,13.05,56.8,7.93,9.58,0.0,50.06,2018-05-08 0:00:00,86.1
8257,3048,Delhi,2018-05-08,1:00:00,251.78,535.82,10.17,22.39,30.04,26.34,0.93,6.2,58.46,2.18,3.03,0.0,45.27,2018-05-08 1:00:00,84.3
8258,3049,Delhi,2018-05-08,2:00:00,88.9,404.98,7.39,22.68,25.84,23.45,0.77,4.79,60.34,1.3,2.01,0.0,33.82,2018-05-08 2:00:00,84.0
8259,3050,Delhi,2018-05-08,3:00:00,57.37,216.54,5.8,24.91,19.5,14.09,0.57,3.33,58.45,1.27,1.39,0.0,26.33,2018-05-08 3:00:00,80.7
8260,3051,Delhi,2018-05-08,4:00:00,36.41,90.77,6.92,23.42,25.76,21.46,0.74,4.53,49.28,1.24,1.31,0.0,23.04,2018-05-08 4:00:00,80.7
8261,3052,Delhi,2018-05-08,5:00:00,38.45,92.45,7.1,22.45,25.33,23.28,0.8,6.18,45.45,0.7,1.75,0.0,21.21,2018-05-08 5:00:00,79.0
8262,3053,Delhi,2018-05-08,6:00:00,40.78,114.8,8.7,22.13,27.22,22.09,0.79,5.09,45.95,0.66,1.36,0.0,21.74,2018-05-08 6:00:00,77.1
8263,3054,Delhi,2018-05-08,7:00:00,32.38,82.11,11.28,24.65,31.24,25.1,1.62,6.38,43.32,0.67,1.42,0.0,23.74,2018-05-08 7:00:00,78.9
8264,3055,Delhi,2018-05-08,8:00:00,29.57,82.74,14.73,30.76,37.3,34.75,0.98,7.75,33.67,0.64,1.83,0.0,27.75,2018-05-08 8:00:00,80.4
8265,3056,Delhi,2018-05-08,9:00:00,32.01,95.69,13.85,33.49,39.37,36.81,1.02,8.92,35.82,0.78,2.21,0.0,38.71,2018-05-08 9:00:00,82.5
8266,3057,Delhi,2018-05-08,10:00:00,42.45,125.53,9.35,27.26,33.72,32.91,0.9,9.85,57.1,0.77,2.5,0.0,57.18,2018-05-08 10:00:00,86.1
8267,3058,Delhi,2018-05-08,11:00:00,55.72,120.37,11.64,26.33,30.13,30.79,1.11,9.71,69.4,0.75,2.58,0.0,83.92,2018-05-08 11:00:00,88.1
8268,3059,Delhi,2018-05-08,12:00:00,65.72,108.27,9.22,25.6,31.6,26.2,1.53,7.85,78.67,0.86,2.54,0.0,101.68,2018-05-08 12:00:00,91.5
8269,3060,Delhi,2018-05-08,13:00:00,51.68,107.95,7.11,22.21,28.62,23.74,1.45,6.85,83.97,1.06,2.54,0.0,118.64,2018-05-08 13:00:00,93.3
8270,3061,Delhi,2018-05-08,14:00:00,38.63,99.13,9.23,21.49,30.48,21.48,1.46,5.69,81.1,0.87,2.32,0.0,111.55,2018-05-08 14:00:00,93.2
8271,3062,Delhi,2018-05-08,15:00:00,38.64,96.44,7.71,21.44,28.73,23.37,1.11,5.4,83.41,0.8,2.15,0.0,119.02,2018-05-08 15:00:00,95.1
8272,3063,Delhi,2018-05-08,16:00:00,42.19,123.38,8.34,21.86,30.64,22.87,1.22,5.56,86.61,0.74,2.1,0.0,106.98,2018-05-08 16:00:00,95.1
8273,3064,Delhi,2018-05-08,17:00:00,40.12,126.15,8.82,23.86,30.59,23.33,1.12,5.83,83.71,0.81,1.77,0.0,73.26,2018-05-08 17:00:00,94.0
8274,3065,Delhi,2018-05-08,18:00:00,39.29,116.6,7.51,23.4,29.13,27.35,1.86,7.06,82.48,0.77,1.97,0.0,44.27,2018-05-08 18:00:00,93.3
8275,3066,Delhi,2018-05-08,19:00:00,38.09,115.07,9.05,30.0,34.93,28.9,1.83,7.33,70.76,0.71,3.27,0.0,38.98,2018-05-08 19:00:00,91.5
8276,3067,Delhi,2018-05-08,20:00:00,41.17,124.08,9.83,43.26,46.58,34.17,2.32,8.33,46.1,1.06,4.26,0.0,30.74,2018-05-08 20:00:00,87.1
8277,3068,Delhi,2018-05-08,21:00:00,53.63,163.55,13.43,49.27,56.68,35.99,2.27,8.13,34.65,2.76,4.24,0.0,25.56,2018-05-08 21:00:00,80.7
8278,3069,Delhi,2018-05-08,22:00:00,62.07,264.44,7.47,29.67,33.35,28.02,1.83,6.36,64.55,2.68,3.42,0.0,26.32,2018-05-08 22:00:00,80.7
8279,3070,Delhi,2018-05-08,23:00:00,64.89,375.67,10.17,31.93,33.8,28.8,1.27,7.1,63.98,0.76,2.55,0.0,24.52,2018-05-08 23:00:00,77.5
8280,3071,Delhi,2018-05-09,0:00:00,38.28,103.19,9.0,37.02,37.01,31.31,1.18,8.05,50.06,1.16,2.65,0.0,25.29,2018-05-09 0:00:00,78.9
8281,3072,Delhi,2018-05-09,1:00:00,46.58,89.58,9.37,41.12,40.19,33.03,1.47,8.87,45.27,1.06,2.89,0.0,22.93,2018-05-09 1:00:00,77.1
8282,3073,Delhi,2018-05-09,2:00:00,36.57,116.64,12.26,38.05,37.99,35.92,1.05,7.99,33.82,0.82,2.5,0.0,35.21,2018-05-09 2:00:00,76.5
8283,3074,Delhi,2018-05-09,3:00:00,40.0,99.89,13.72,40.7,39.28,22.48,1.06,5.52,26.33,0.53,2.85,0.0,20.64,2018-05-09 3:00:00,75.3
8284,3075,Delhi,2018-05-09,4:00:00,45.46,147.02,15.56,40.55,47.76,38.24,1.12,7.6,23.04,0.58,2.87,0.0,20.69,2018-05-09 4:00:00,75.3
8285,3076,Delhi,2018-05-09,5:00:00,47.08,108.36,17.31,41.97,50.15,38.45,0.96,8.06,21.21,0.83,2.96,0.0,20.19,2018-05-09 5:00:00,73.8
8286,3077,Delhi,2018-05-09,6:00:00,47.87,135.68,22.76,38.84,52.61,35.43,1.18,11.39,21.74,0.92,3.57,0.0,20.84,2018-05-09 6:00:00,77.1
8287,3078,Delhi,2018-05-09,7:00:00,61.06,147.06,29.28,35.99,61.7,38.82,1.32,14.27,23.74,1.23,3.92,0.0,19.44,2018-05-09 7:00:00,78.9
8288,3079,Delhi,2018-05-09,8:00:00,78.28,176.18,26.78,40.34,63.8,42.83,1.58,17.6,27.75,1.25,3.95,0.0,22.04,2018-05-09 8:00:00,81.4
8289,3080,Delhi,2018-05-09,9:00:00,101.26,220.14,21.72,47.36,60.56,51.59,1.46,18.96,38.71,1.38,4.18,0.0,33.55,2018-05-09 9:00:00,89.7
8290,3081,Delhi,2018-05-09,10:00:00,110.8,244.5,15.7,50.71,58.49,47.41,1.52,21.1,57.18,1.45,4.05,0.0,59.87,2018-05-09 10:00:00,91.5
8291,3082,Delhi,2018-05-09,11:00:00,119.37,260.12,13.14,51.26,54.13,50.8,1.49,19.24,83.92,1.54,3.52,0.0,90.41,2018-05-09 11:00:00,92.2
8292,3083,Delhi,2018-05-09,12:00:00,109.72,242.2,11.89,43.0,47.69,48.1,1.45,16.76,101.68,1.35,4.09,0.0,94.24,2018-05-09 12:00:00,93.3
8293,3084,Delhi,2018-05-09,13:00:00,94.79,217.69,7.88,36.69,38.75,41.45,1.26,15.82,118.64,1.74,3.6,0.0,96.09,2018-05-09 13:00:00,95.1
8294,3085,Delhi,2018-05-09,14:00:00,84.09,222.77,6.92,32.09,35.24,40.24,1.0,12.84,111.55,2.33,2.69,0.0,98.09,2018-05-09 14:00:00,95.5
8295,3086,Delhi,2018-05-09,15:00:00,82.76,197.3,5.62,29.19,34.06,37.66,0.97,10.95,119.02,2.08,2.84,0.0,115.95,2018-05-09 15:00:00,93.3
8296,3087,Delhi,2018-05-09,16:00:00,77.23,185.39,8.23,33.39,40.39,35.88,1.04,12.2,106.98,1.09,4.56,0.0,109.84,2018-05-09 16:00:00,84.3
8297,3088,Delhi,2018-05-09,17:00:00,66.49,176.5,12.01,32.79,36.19,35.02,0.84,10.66,73.26,1.37,3.27,0.0,99.32,2018-05-09 17:00:00,82.9
8298,3089,Delhi,2018-05-09,18:00:00,52.77,187.15,16.01,49.77,53.71,51.61,1.2,9.57,44.27,1.35,4.25,0.0,103.1,2018-05-09 18:00:00,86.1
8299,3090,Delhi,2018-05-09,19:00:00,50.31,141.66,14.53,60.2,65.4,53.95,1.44,9.46,38.98,2.99,4.66,0.0,91.54,2018-05-09 19:00:00,86.1
8300,3091,Delhi,2018-05-09,20:00:00,56.47,165.23,24.13,66.26,82.04,58.84,1.89,11.59,30.74,4.37,9.25,0.0,57.71,2018-05-09 20:00:00,81.2
8301,3092,Delhi,2018-05-09,21:00:00,82.77,210.99,36.08,68.3,94.55,58.99,2.26,12.15,25.56,4.42,9.86,0.0,53.65,2018-05-09 21:00:00,82.5
8302,3093,Delhi,2018-05-09,22:00:00,97.86,232.21,53.54,73.47,111.32,51.97,3.14,13.4,26.32,5.58,11.69,0.0,41.16,2018-05-09 22:00:00,80.7
8303,3094,Delhi,2018-05-09,23:00:00,99.85,238.83,68.87,76.98,118.68,68.24,3.21,12.39,24.52,4.79,7.14,0.0,34.85,2018-05-09 23:00:00,80.4
8304,3095,Delhi,2018-05-10,0:00:00,94.62,232.18,55.72,71.68,92.9,66.38,2.67,9.44,25.29,3.5,5.85,0.0,32.56,2018-05-10 0:00:00,78.9
8305,3096,Delhi,2018-05-10,1:00:00,98.01,226.79,46.25,61.74,87.55,60.65,2.13,9.51,22.93,2.19,5.47,0.0,33.12,2018-05-10 1:00:00,77.1
8306,3097,Delhi,2018-05-10,2:00:00,96.02,219.16,40.37,68.32,71.35,44.25,2.41,7.26,35.21,3.61,3.83,0.0,42.3,2018-05-10 2:00:00,78.0
8307,3098,Delhi,2018-05-10,3:00:00,87.45,198.98,37.97,50.03,72.66,40.39,2.03,8.28,20.64,1.85,4.09,0.0,38.01,2018-05-10 3:00:00,77.1
8308,3099,Delhi,2018-05-10,4:00:00,85.94,188.2,37.72,46.12,78.34,61.12,2.46,9.99,20.69,1.84,4.76,0.0,39.48,2018-05-10 4:00:00,77.1
8309,3100,Delhi,2018-05-10,5:00:00,89.48,193.26,43.95,55.1,79.17,75.88,2.01,9.74,20.19,1.76,4.87,0.0,32.88,2018-05-10 5:00:00,72.2
8310,3101,Delhi,2018-05-10,6:00:00,91.58,195.99,55.42,52.6,89.58,70.4,2.23,11.15,20.84,2.31,4.09,0.0,28.3,2018-05-10 6:00:00,75.3
8311,3102,Delhi,2018-05-10,7:00:00,92.72,209.79,57.97,54.4,92.85,61.77,2.6,10.72,19.44,3.04,3.91,0.0,32.52,2018-05-10 7:00:00,80.7
8312,3103,Delhi,2018-05-10,8:00:00,95.75,222.09,56.78,57.77,100.55,62.46,2.55,14.77,22.04,2.84,4.43,0.0,33.06,2018-05-10 8:00:00,82.7
8313,3104,Delhi,2018-05-10,9:00:00,105.42,241.07,28.76,63.75,77.23,73.2,2.56,16.34,33.55,2.61,4.56,0.0,54.05,2018-05-10 9:00:00,87.9
8314,3105,Delhi,2018-05-10,10:00:00,101.0,244.01,16.39,56.55,59.76,67.57,2.18,15.07,59.87,1.32,4.14,0.0,90.09,2018-05-10 10:00:00,91.5
8315,3106,Delhi,2018-05-10,11:00:00,91.09,218.82,12.27,38.07,40.86,60.34,1.99,13.95,90.41,0.95,3.61,0.0,112.13,2018-05-10 11:00:00,96.3
8316,3107,Delhi,2018-05-10,12:00:00,84.5,200.94,10.21,31.68,37.92,55.72,1.99,10.26,94.24,1.11,2.73,0.0,101.99,2018-05-10 12:00:00,100.5
8317,3108,Delhi,2018-05-10,13:00:00,75.95,168.75,7.71,26.74,34.19,44.04,1.97,8.75,96.09,1.24,1.93,0.0,113.65,2018-05-10 13:00:00,100.5
8318,3109,Delhi,2018-05-10,14:00:00,73.5,158.48,9.0,27.92,35.82,38.04,1.86,7.59,98.09,0.91,1.91,0.0,109.76,2018-05-10 14:00:00,101.7
8319,3110,Delhi,2018-05-10,15:00:00,71.79,155.09,9.68,28.46,37.2,41.79,1.4,8.48,115.95,0.79,2.31,0.0,109.86,2018-05-10 15:00:00,104.1
8320,3111,Delhi,2018-05-10,16:00:00,71.58,158.92,10.73,28.14,34.62,38.36,2.01,9.64,109.84,0.85,2.84,0.0,99.23,2018-05-10 16:00:00,104.1
8321,3112,Delhi,2018-05-10,17:00:00,73.34,167.22,7.66,27.87,31.82,37.97,2.08,9.97,99.32,1.39,2.04,0.0,107.89,2018-05-10 17:00:00,99.5
8322,3113,Delhi,2018-05-10,18:00:00,79.13,183.94,13.52,35.06,38.6,39.04,2.33,9.59,103.1,1.15,2.92,0.0,102.06,2018-05-10 18:00:00,102.3
8323,3114,Delhi,2018-05-10,19:00:00,86.33,187.82,19.62,55.42,62.15,42.58,2.61,12.55,91.54,1.11,3.67,0.0,69.67,2018-05-10 19:00:00,98.7
8324,3115,Delhi,2018-05-10,20:00:00,91.1,221.81,21.9,70.27,80.77,48.07,2.82,13.74,57.71,2.43,6.33,0.0,43.65,2018-05-10 20:00:00,89.9
8325,3116,Delhi,2018-05-10,21:00:00,113.63,285.24,22.14,74.05,86.48,53.41,3.37,19.28,53.65,5.38,9.03,0.0,56.61,2018-05-10 21:00:00,93.3
8326,3117,Delhi,2018-05-10,22:00:00,138.93,339.06,29.73,80.96,101.02,54.87,3.8,21.38,41.16,5.62,10.07,0.0,47.04,2018-05-10 22:00:00,89.7
8327,3118,Delhi,2018-05-10,23:00:00,153.89,350.56,43.09,88.86,113.61,53.85,3.89,21.04,34.85,5.49,10.31,0.0,35.95,2018-05-10 23:00:00,83.0
8328,3119,Delhi,2018-05-11,0:00:00,168.13,386.57,68.44,102.56,89.59,51.84,4.5,17.5,32.56,8.4,6.61,0.0,38.19,2018-05-11 0:00:00,86.1
8329,3120,Delhi,2018-05-11,1:00:00,170.79,392.66,79.11,104.98,88.97,47.41,3.78,14.74,33.12,11.69,6.07,0.0,42.73,2018-05-11 1:00:00,84.3
8330,3121,Delhi,2018-05-11,2:00:00,175.55,394.43,67.59,113.69,81.72,41.12,3.52,17.18,42.3,11.74,6.2,0.0,54.15,2018-05-11 2:00:00,80.1
8331,3122,Delhi,2018-05-11,3:00:00,170.59,384.82,58.9,82.29,86.69,35.86,2.77,16.33,38.01,5.65,9.26,0.0,36.42,2018-05-11 3:00:00,82.5
8332,3123,Delhi,2018-05-11,4:00:00,159.76,348.56,49.47,77.31,102.5,66.62,3.28,17.61,39.48,5.22,6.71,0.0,41.97,2018-05-11 4:00:00,82.5
8333,3124,Delhi,2018-05-11,5:00:00,146.59,324.29,36.34,67.94,84.42,60.66,2.66,15.04,32.88,4.61,7.66,0.0,38.34,2018-05-11 5:00:00,77.0
8334,3125,Delhi,2018-05-11,6:00:00,139.3,294.37,30.2,65.0,75.44,64.85,2.29,14.39,28.3,4.62,5.95,0.0,30.18,2018-05-11 6:00:00,80.7
8335,3126,Delhi,2018-05-11,7:00:00,134.58,277.31,30.33,66.92,83.36,66.27,1.79,19.5,32.52,3.7,5.49,0.0,30.27,2018-05-11 7:00:00,84.3
8336,3127,Delhi,2018-05-11,8:00:00,142.32,318.62,33.6,65.62,87.16,66.35,2.15,24.11,33.06,3.8,5.74,0.0,32.83,2018-05-11 8:00:00,87.8
8337,3128,Delhi,2018-05-11,9:00:00,163.99,386.88,19.83,62.15,73.21,68.67,2.33,25.44,54.05,3.79,5.09,0.0,46.4,2018-05-11 9:00:00,95.1
8338,3129,Delhi,2018-05-11,10:00:00,169.39,396.33,15.07,56.1,62.01,65.49,2.48,24.06,90.09,3.22,3.89,0.0,69.03,2018-05-11 10:00:00,98.7
8339,3130,Delhi,2018-05-11,11:00:00,147.45,352.92,16.82,40.35,52.41,60.21,2.01,19.6,112.13,2.29,3.41,0.0,97.51,2018-05-11 11:00:00,102.0
8340,3131,Delhi,2018-05-11,12:00:00,120.72,272.77,13.93,32.72,40.26,51.71,2.09,12.41,101.99,1.0,3.08,0.0,103.7,2018-05-11 12:00:00,105.9
8341,3132,Delhi,2018-05-11,13:00:00,103.24,232.11,19.07,26.85,38.84,42.0,1.79,12.79,113.65,1.04,2.5,0.0,121.92,2018-05-11 13:00:00,107.7
8342,3133,Delhi,2018-05-11,14:00:00,91.21,216.44,19.68,26.97,42.49,37.39,1.84,14.3,109.76,1.13,2.2,0.0,114.54,2018-05-11 14:00:00,106.4
8343,3134,Delhi,2018-05-11,15:00:00,90.77,224.06,15.94,25.62,38.66,35.91,1.75,12.41,109.86,1.45,2.3,0.0,111.46,2018-05-11 15:00:00,109.5
8344,3135,Delhi,2018-05-11,16:00:00,86.61,214.79,20.75,25.79,40.72,38.09,1.87,11.65,99.23,1.35,2.39,0.0,113.58,2018-05-11 16:00:00,107.7
8345,3136,Delhi,2018-05-11,17:00:00,75.33,241.98,23.15,31.23,44.68,33.25,2.27,10.09,107.89,1.27,2.95,0.0,111.36,2018-05-11 17:00:00,105.5
8346,3137,Delhi,2018-05-11,18:00:00,70.12,219.49,24.49,39.6,51.8,36.2,2.52,9.15,102.06,1.4,3.19,0.0,97.32,2018-05-11 18:00:00,105.9
8347,3138,Delhi,2018-05-11,19:00:00,77.51,223.22,27.6,64.77,76.71,36.6,2.94,11.18,69.67,1.94,4.28,0.0,84.65,2018-05-11 19:00:00,104.1
8348,3139,Delhi,2018-05-11,20:00:00,106.8,284.29,44.98,93.06,114.76,61.73,3.36,13.63,43.65,3.92,7.07,0.0,67.49,2018-05-11 20:00:00,94.3
8349,3140,Delhi,2018-05-11,21:00:00,143.29,384.19,31.75,94.27,116.24,65.7,3.47,20.57,56.61,5.5,9.12,0.0,56.87,2018-05-11 21:00:00,96.9
8350,3141,Delhi,2018-05-11,22:00:00,156.41,399.2,34.14,95.57,113.9,55.17,4.09,23.86,47.04,8.13,9.82,0.0,42.76,2018-05-11 22:00:00,93.3
8351,3142,Delhi,2018-05-11,23:00:00,167.02,408.81,71.05,108.6,126.44,50.92,3.88,20.26,35.95,8.62,8.14,0.0,45.83,2018-05-11 23:00:00,87.0
8352,3143,Delhi,2018-05-12,0:00:00,167.85,421.88,93.57,118.11,124.35,49.57,4.28,19.2,38.19,7.88,9.44,0.0,62.1,2018-05-12 0:00:00,91.5
8353,3144,Delhi,2018-05-12,1:00:00,172.48,420.54,90.75,114.41,128.59,51.55,4.61,19.56,42.73,6.69,8.38,0.0,57.01,2018-05-12 1:00:00,91.5
8354,3145,Delhi,2018-05-12,2:00:00,172.33,442.3,88.92,128.57,108.16,34.67,4.35,16.15,54.15,7.27,6.76,0.0,56.1,2018-05-12 2:00:00,84.0
8355,3146,Delhi,2018-05-12,3:00:00,165.06,410.94,83.89,98.5,115.26,28.32,3.34,13.43,36.42,4.38,7.44,0.0,54.23,2018-05-12 3:00:00,89.7
8356,3147,Delhi,2018-05-12,4:00:00,150.4,359.76,51.79,84.84,117.0,59.58,3.31,20.37,41.97,3.16,4.64,0.0,52.37,2018-05-12 4:00:00,89.7
8357,3148,Delhi,2018-05-12,5:00:00,140.5,308.51,37.37,73.28,89.38,57.01,3.21,18.02,38.34,3.28,5.17,0.0,46.25,2018-05-12 5:00:00,82.7
8358,3149,Delhi,2018-05-12,6:00:00,133.17,297.39,46.67,81.11,89.26,76.04,3.07,14.26,30.18,3.05,4.62,0.0,44.48,2018-05-12 6:00:00,87.9
8359,3150,Delhi,2018-05-12,7:00:00,136.28,312.18,69.38,88.14,115.25,61.39,3.16,15.82,30.27,3.19,4.32,0.0,43.54,2018-05-12 7:00:00,91.5
8360,3151,Delhi,2018-05-12,8:00:00,147.9,342.66,85.04,95.13,143.39,61.23,3.27,16.8,32.83,4.75,14.51,0.0,38.83,2018-05-12 8:00:00,89.8
8361,3152,Delhi,2018-05-12,9:00:00,164.4,396.22,62.98,92.78,123.75,63.14,3.2,17.27,46.4,5.62,4.66,0.0,42.3,2018-05-12 9:00:00,96.9
8362,3153,Delhi,2018-05-12,10:00:00,155.03,381.17,38.67,72.79,88.31,85.14,3.13,20.66,69.03,3.45,3.07,0.0,52.54,2018-05-12 10:00:00,102.3
8363,3154,Delhi,2018-05-12,11:00:00,146.77,356.93,31.65,64.72,77.55,76.11,2.84,19.91,97.51,3.16,2.96,0.0,67.61,2018-05-12 11:00:00,103.4
8364,3155,Delhi,2018-05-12,12:00:00,139.12,343.44,25.17,56.88,66.92,73.75,3.52,21.78,103.7,3.6,3.22,0.0,80.11,2018-05-12 12:00:00,104.1
8365,3156,Delhi,2018-05-12,13:00:00,148.36,357.61,23.24,47.06,57.64,61.71,3.42,24.25,121.92,3.61,3.37,0.0,91.05,2018-05-12 13:00:00,105.9
8366,3157,Delhi,2018-05-12,14:00:00,150.11,364.99,25.06,54.73,63.14,64.68,3.06,22.6,114.54,3.49,2.52,0.0,99.45,2018-05-12 14:00:00,106.6
8367,3158,Delhi,2018-05-12,15:00:00,148.11,344.74,25.31,50.26,62.2,61.55,2.93,20.21,111.46,3.24,2.19,0.0,105.54,2018-05-12 15:00:00,105.9
8368,3159,Delhi,2018-05-12,16:00:00,137.07,345.89,25.55,45.19,59.55,52.19,2.85,17.79,113.58,3.14,2.64,0.0,111.03,2018-05-12 16:00:00,100.5
8369,3160,Delhi,2018-05-12,17:00:00,126.31,321.53,26.2,48.38,60.48,58.33,2.5,15.18,111.36,2.81,3.6,0.0,91.14,2018-05-12 17:00:00,101.9
8370,3161,Delhi,2018-05-12,18:00:00,120.51,307.37,28.01,53.83,65.29,65.11,2.53,14.07,97.32,2.58,3.64,0.0,81.08,2018-05-12 18:00:00,98.7
8371,3162,Delhi,2018-05-12,19:00:00,120.55,304.61,27.31,65.2,77.7,88.27,2.81,14.32,84.65,3.13,4.91,0.0,75.9,2018-05-12 19:00:00,98.7
8372,3163,Delhi,2018-05-12,20:00:00,126.93,326.64,21.53,67.83,74.84,85.21,3.05,15.98,67.49,3.91,6.38,0.0,63.45,2018-05-12 20:00:00,95.1
8373,3164,Delhi,2018-05-12,21:00:00,126.73,345.09,31.6,63.87,76.57,91.46,3.45,15.0,56.87,4.24,5.84,0.0,80.2,2018-05-12 21:00:00,93.3
8374,3165,Delhi,2018-05-12,22:00:00,133.2,334.83,25.99,64.13,75.23,89.33,2.23,16.87,42.76,4.7,5.4,0.0,68.29,2018-05-12 22:00:00,91.5
8375,3166,Delhi,2018-05-12,23:00:00,134.79,336.77,21.92,49.31,63.01,79.82,2.77,16.46,45.83,5.24,5.88,0.0,64.56,2018-05-12 23:00:00,90.4
8376,3167,Delhi,2018-05-13,0:00:00,127.94,325.49,20.68,37.84,49.12,76.63,2.56,13.93,62.1,3.75,3.3,0.0,47.65,2018-05-13 0:00:00,89.7
8377,3168,Delhi,2018-05-13,1:00:00,110.8,291.07,19.41,38.69,56.42,73.53,2.61,13.97,57.01,3.13,2.16,0.0,34.53,2018-05-13 1:00:00,89.7
8378,3169,Delhi,2018-05-13,2:00:00,109.56,286.33,22.97,34.07,49.8,69.91,2.29,14.54,56.1,3.64,2.6,0.0,34.95,2018-05-13 2:00:00,89.4
8379,3170,Delhi,2018-05-13,3:00:00,98.0,235.7,20.17,32.94,38.93,37.66,2.2,8.82,54.23,1.43,3.22,0.0,31.31,2018-05-13 3:00:00,89.7
8380,3171,Delhi,2018-05-13,4:00:00,79.66,204.84,21.4,33.12,49.54,63.67,2.45,10.35,52.37,1.04,2.2,0.0,28.41,2018-05-13 4:00:00,87.9
8381,3172,Delhi,2018-05-13,5:00:00,71.09,185.52,22.54,31.47,49.52,63.24,2.15,12.3,46.25,0.95,1.78,0.0,29.26,2018-05-13 5:00:00,87.6
8382,3173,Delhi,2018-05-13,6:00:00,66.42,182.08,24.06,36.66,51.96,68.99,2.05,13.8,44.48,0.82,1.8,0.0,29.27,2018-05-13 6:00:00,87.9
8383,3174,Delhi,2018-05-13,7:00:00,71.07,191.47,20.66,31.49,48.27,66.58,2.12,15.13,43.54,1.04,2.01,0.0,27.17,2018-05-13 7:00:00,89.7
8384,3175,Delhi,2018-05-13,8:00:00,73.98,199.53,23.04,32.9,48.89,74.28,2.35,13.66,38.83,0.96,2.42,0.0,27.43,2018-05-13 8:00:00,89.1
8385,3176,Delhi,2018-05-13,9:00:00,92.33,226.66,22.79,33.5,50.36,74.86,2.11,13.54,42.3,1.54,2.26,0.0,36.77,2018-05-13 9:00:00,93.3
8386,3177,Delhi,2018-05-13,10:00:00,104.13,232.12,21.34,34.97,50.26,75.18,2.37,14.4,52.54,2.26,1.66,0.0,47.83,2018-05-13 10:00:00,95.1
8387,3178,Delhi,2018-05-13,11:00:00,90.18,226.48,18.86,32.3,45.73,73.8,2.2,14.08,67.61,1.1,2.43,0.0,58.15,2018-05-13 11:00:00,97.3
8388,3179,Delhi,2018-05-13,12:00:00,91.65,225.46,18.42,35.79,46.25,72.01,2.06,15.56,80.11,1.15,2.27,0.0,71.03,2018-05-13 12:00:00,98.7
8389,3180,Delhi,2018-05-13,13:00:00,85.25,230.86,14.01,30.55,42.28,68.76,2.36,15.29,91.05,1.23,2.71,0.0,88.55,2018-05-13 13:00:00,102.3
8390,3181,Delhi,2018-05-13,14:00:00,80.82,230.54,15.71,28.86,45.98,61.95,1.93,14.06,99.45,0.97,2.39,0.0,90.6,2018-05-13 14:00:00,103.2
8391,3182,Delhi,2018-05-13,15:00:00,77.55,211.76,18.22,28.29,45.3,65.18,2.04,11.94,105.54,0.86,1.9,0.0,101.2,2018-05-13 15:00:00,104.1
8392,3183,Delhi,2018-05-13,16:00:00,79.97,212.66,19.35,25.82,44.86,58.56,2.04,10.45,111.03,0.72,1.79,0.0,105.25,2018-05-13 16:00:00,92.0
8393,3184,Delhi,2018-05-13,17:00:00,79.57,220.21,18.12,34.28,49.58,57.39,2.16,9.82,91.14,0.83,2.56,0.0,93.82,2018-05-13 17:00:00,79.9
8394,3185,Delhi,2018-05-13,18:00:00,104.7,404.53,8.32,25.91,33.37,47.9,1.78,6.49,81.08,0.84,2.12,0.0,88.62,2018-05-13 18:00:00,89.7
8395,3186,Delhi,2018-05-13,19:00:00,57.03,301.89,9.18,27.81,32.87,44.39,1.79,8.22,75.9,0.64,1.73,0.0,79.85,2018-05-13 19:00:00,89.7
8396,3187,Delhi,2018-05-13,20:00:00,42.09,210.88,7.71,29.06,32.67,40.26,1.94,7.55,63.45,0.5,1.95,0.0,59.49,2018-05-13 20:00:00,77.5
8397,3188,Delhi,2018-05-13,21:00:00,53.95,283.07,6.11,23.82,31.25,31.88,1.69,6.49,80.2,0.78,1.91,0.0,51.52,2018-05-13 21:00:00,77.1
8398,3189,Delhi,2018-05-13,22:00:00,42.82,226.53,10.67,23.46,34.16,29.27,1.71,5.95,68.29,0.62,1.31,0.0,43.23,2018-05-13 22:00:00,77.1
8399,3190,Delhi,2018-05-13,23:00:00,44.71,126.8,9.42,25.72,30.92,28.19,1.47,5.08,64.56,0.68,1.16,0.0,42.86,2018-05-13 23:00:00,77.6
8400,3191,Delhi,2018-05-14,0:00:00,23.23,58.94,11.51,41.23,37.93,36.16,1.9,6.89,47.65,0.56,1.36,0.0,47.48,2018-05-14 0:00:00,78.9
8401,3192,Delhi,2018-05-14,1:00:00,34.32,62.25,10.54,46.36,42.24,41.18,1.84,8.17,34.53,0.63,1.62,0.0,43.55,2018-05-14 1:00:00,77.1
